contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,T,Expiry,Moneyness
SPY260220C00610000,2026-02-06 17:10:02+00:00,610.0,79.51,79.1,79.32,10.510002,15.231888,2.0,470,0.35071450073242183,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.8860419124818356
SPY260220C00615000,2026-02-05 19:59:11+00:00,615.0,66.03,73.86,74.11,0.0,0.0,36.0,190,0.313483427734375,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.893304551108736
SPY260220C00620000,2026-02-06 15:54:04+00:00,620.0,65.92,68.89,69.14,6.0199966,10.050077,13.0,695,0.2974923767089843,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9005671897356362
SPY260220C00625000,2026-02-06 14:47:11+00:00,625.0,61.85,64.31,64.53,7.539997,13.883257,1.0,609,0.30652548950195313,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9078298283625366
SPY260220C00630000,2026-02-06 15:40:03+00:00,630.0,57.59,59.16,59.41,4.299999,8.069055,9.0,1629,0.2788158056640625,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9150924669894368
SPY260220C00631000,2026-01-30 15:53:57+00:00,631.0,63.72,57.08,59.89,0.0,0.0,10.0,11,0.3474186352539062,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9165449947148169
SPY260220C00632000,2026-01-30 15:48:36+00:00,632.0,63.97,56.29,59.07,0.0,0.0,1.0,2,0.3498600170898437,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.917997522440197
SPY260220C00633000,2026-02-05 14:33:21+00:00,633.0,50.23,55.05,57.85,0.0,0.0,2.0,7,0.3365544860839844,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.919450050165577
SPY260220C00635000,2026-02-06 16:15:19+00:00,635.0,54.25,54.34,54.56,7.84,16.892912,17.0,516,0.26782958740234375,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9223551056163372
SPY260220C00636000,2026-02-05 15:54:49+00:00,636.0,44.35,52.03,54.84,0.0,0.0,3.0,8,0.32227240234374993,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9238076333417171
SPY260220C00637000,2026-02-02 20:18:55+00:00,637.0,61.0,51.15,53.84,0.0,0.0,2.0,4,0.31763377685546873,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9252601610670972
SPY260220C00638000,2026-02-05 19:39:18+00:00,638.0,44.21,50.08,52.89,0.0,0.0,3.0,2,0.31488722229003896,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9267126887924773
SPY260220C00640000,2026-02-06 17:06:07+00:00,640.0,49.58,49.61,49.85,9.610001,24.043034,11.0,534,0.2620923400878906,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9296177442432374
SPY260220C00641000,2026-02-02 19:45:36+00:00,641.0,57.7,47.15,50.56,0.0,0.0,2.0,10,0.3244086114501953,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9310702719686175
SPY260220C00642000,2026-02-04 14:47:47+00:00,642.0,51.03,46.16,48.96,0.0,0.0,3.0,6,0.29871306762695304,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9325227996939975
SPY260220C00643000,2026-02-05 14:47:06+00:00,643.0,43.11,45.24,48.05,0.0,0.0,2.0,1,0.29718720397949216,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9339753274193776
SPY260220C00644000,2026-02-05 15:19:03+00:00,644.0,38.05,44.38,47.09,0.0,0.0,3.0,4,0.29383030395507803,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9354278551447577
SPY260220C00645000,2026-02-05 20:05:44+00:00,645.0,37.87,44.65,44.9,0.0,0.0,9.0,616,0.24292749267578123,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9368803828701376
SPY260220C00646000,2026-02-04 20:53:08+00:00,646.0,43.99,42.52,45.31,0.0,0.0,1.0,4,0.2916330603027343,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9383329105955177
SPY260220C00647000,2026-02-04 15:05:04+00:00,647.0,43.37,41.4,44.19,0.0,0.0,10.0,28,0.2827220166015625,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9397854383208978
SPY260220C00648000,2026-02-04 15:05:03+00:00,648.0,42.43,41.76,42.15,0.0,0.0,4.0,27,0.24036404174804685,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9412379660462779
SPY260220C00649000,2026-02-06 16:00:43+00:00,649.0,38.89,40.75,40.99,6.829998,21.303799,5.0,92,0.22937782348632813,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9426904937716579
SPY260220C00650000,2026-02-06 16:54:29+00:00,650.0,39.86,39.76,40.0,7.4300003,22.910885,9.0,4468,0.22534954345703123,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.944143021497038
SPY260220C00651000,2026-02-05 15:18:26+00:00,651.0,32.39,38.99,39.24,0.0,0.0,3.0,28,0.23035437622070312,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9455955492224181
SPY260220C00652000,2026-02-04 15:05:02+00:00,652.0,38.72,37.94,38.19,0.0,0.0,22.0,28,0.2238847143554687,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9470480769477981
SPY260220C00653000,2026-02-05 20:49:37+00:00,653.0,29.06,37.02,37.39,0.0,0.0,3.0,637,0.22669230346679686,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9485006046731782
SPY260220C00654000,2026-02-05 14:35:47+00:00,654.0,31.65,36.05,36.46,0.0,0.0,1.0,12,0.22449505981445309,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9499531323985582
SPY260220C00655000,2026-02-06 16:55:16+00:00,655.0,35.0,35.28,35.53,7.8999996,29.151289,11.0,2261,0.22217574707031246,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9514056601239382
SPY260220C00656000,2026-02-05 14:34:46+00:00,656.0,29.9,34.21,34.61,0.0,0.0,3.0,23,0.22010057250976559,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9528581878493183
SPY260220C00657000,2026-02-04 20:45:06+00:00,657.0,34.52,33.49,33.7,0.0,0.0,3.0,72,0.21826953613281247,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9543107155746984
SPY260220C00658000,2026-01-15 14:54:08+00:00,658.0,41.6,32.38,32.62,0.0,0.0,3.0,6,0.2108233215332031,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9557632433000784
SPY260220C00659000,2026-02-05 14:34:45+00:00,659.0,27.38,31.45,31.7,0.0,0.0,2.0,18,0.2085650433349609,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9572157710254585
SPY260220C00660000,2026-02-06 15:46:46+00:00,660.0,30.0,30.49,30.72,7.3600006,32.50884,7.0,4024,0.20429262512207028,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9586682987508386
SPY260220C00661000,2026-02-03 14:35:44+00:00,661.0,38.0,29.6,29.84,0.0,0.0,1.0,34,0.2030108996582031,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9601208264762187
SPY260220C00662000,2026-02-06 15:05:33+00:00,662.0,26.04,28.75,28.98,2.5300007,10.76138,5.0,80,0.20209538146972655,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9615733542015987
SPY260220C00663000,2026-02-05 20:26:14+00:00,663.0,23.36,27.85,28.09,1.9000015,8.853689,1.0,46,0.20014227600097656,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9630258819269787
SPY260220C00664000,2026-02-05 14:38:24+00:00,664.0,24.43,26.97,27.2,0.0,0.0,54.0,72,0.1980671014404297,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9644784096523588
SPY260220C00665000,2026-02-05 19:23:27+00:00,665.0,22.2,26.14,26.38,0.0,0.0,36.0,2424,0.19770089416503905,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9659309373777388
SPY260220C00666000,2026-02-05 19:21:36+00:00,666.0,21.2,25.35,25.55,0.0,0.0,70.0,86,0.1968158932495117,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9673834651031189
SPY260220C00667000,2026-02-05 16:10:02+00:00,667.0,17.68,24.29,24.7,0.0,0.0,1.0,24,0.19519847778320312,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.968835992828499
SPY260220C00668000,2026-02-06 15:27:19+00:00,668.0,22.23,23.42,23.69,4.1899986,23.226156,6.0,44,0.18946123046875002,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.970288520553879
SPY260220C00669000,2026-01-29 16:11:23+00:00,669.0,24.39,22.76,23.01,0.0,0.0,10.0,32,0.19171950866699222,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9717410482792591
SPY260220C00670000,2026-02-06 16:57:38+00:00,670.0,21.53,22.08,22.3,6.0300007,38.90323,155.0,12895,0.19281813049316404,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9731935760046392
SPY260220C00671000,2026-02-05 20:48:52+00:00,671.0,15.08,20.99,21.21,0.0,0.0,11.0,59,0.18494467407226559,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9746461037300193
SPY260220C00672000,2026-02-06 16:57:38+00:00,672.0,19.91,20.05,20.25,5.75,40.607346,9.0,133,0.1800008758544922,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9760986314553993
SPY260220C00673000,2026-02-06 17:02:28+00:00,673.0,19.09,19.41,19.61,4.8900003,34.436623,9.0,63,0.18207605041503905,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9775511591807793
SPY260220C00674000,2026-02-06 16:57:46+00:00,674.0,18.17,18.5,18.71,5.2,40.09252,15.0,131,0.17816983947753906,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9790036869061594
SPY260220C00675000,2026-02-06 17:07:22+00:00,675.0,18.0,17.95,18.09,5.3599997,42.405056,283.0,8089,0.18006191040039063,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9804562146315394
SPY260220C00676000,2026-02-06 16:36:50+00:00,676.0,17.0,17.15,17.29,4.88,40.264027,85.0,523,0.17783414947509768,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9819087423569195
SPY260220C00677000,2026-02-06 17:04:25+00:00,677.0,15.93,16.37,16.54,4.5300007,39.736847,100.0,1485,0.1764303549194336,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9833612700822996
SPY260220C00678000,2026-02-06 16:29:01+00:00,678.0,14.93,15.57,15.71,4.13,38.24074,74.0,3617,0.17319552398681642,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9848137978076796
SPY260220C00679000,2026-02-06 16:54:03+00:00,679.0,14.69,14.61,14.84,4.839999,49.137043,712.0,1800,0.16895362304687503,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9862663255330597
SPY260220C00680000,2026-02-06 17:08:46+00:00,680.0,13.99,13.87,14.04,4.3999996,45.881123,1459.0,15592,0.16593241302490236,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9877188532584398
SPY260220C00681000,2026-02-06 17:01:57+00:00,681.0,12.85,13.24,13.44,4.29,50.11682,110.0,1595,0.16651224121093755,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9891713809838198
SPY260220C00682000,2026-02-06 17:02:36+00:00,682.0,12.14,12.32,12.56,3.5900002,41.988304,278.0,2274,0.16144637390136718,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9906239087091998
SPY260220C00683000,2026-02-06 16:41:19+00:00,683.0,11.77,11.62,11.76,3.7700005,47.125008,379.0,2257,0.1577232666015625,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9920764364345799
SPY260220C00684000,2026-02-06 17:08:00+00:00,684.0,11.17,10.91,11.1,3.67,48.933334,785.0,2023,0.15631947204589847,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.99352896415996
SPY260220C00685000,2026-02-06 17:12:56+00:00,685.0,10.25,10.33,10.44,3.33,48.121387,4242.0,10118,0.15461050476074223,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.99498149188534
SPY260220C00686000,2026-02-06 17:08:01+00:00,686.0,9.82,9.55,9.61,3.3999996,52.959496,1081.0,3373,0.1495141201782227,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9964340196107201
SPY260220C00687000,2026-02-06 17:11:10+00:00,687.0,9.23,9.05,9.07,3.1999993,53.06798,946.0,4137,0.14936153381347655,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9978865473361002
SPY260220C00688000,2026-02-06 17:11:10+00:00,688.0,8.57,8.31,8.33,3.1,56.672764,700.0,4027,0.14527221923828126,True,REGULAR,USD,0.03561643835616438,2026-02-20,0.9993390750614802
SPY260220C00689000,2026-02-06 17:13:17+00:00,689.0,7.7,7.78,7.8,2.8799996,59.75103,2252.0,4245,0.14463135650634767,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0007916027868602
SPY260220C00690000,2026-02-06 17:11:56+00:00,690.0,7.27,7.17,7.2,2.6100001,56.008587,4482.0,14435,0.14237307830810547,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0022441305122403
SPY260220C00691000,2026-02-06 17:10:52+00:00,691.0,6.7,6.47,6.5,2.4099998,56.177155,383.0,3223,0.13791755645751952,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0036966582376203
SPY260220C00692000,2026-02-06 17:12:36+00:00,692.0,6.14,6.03,6.05,2.34,61.578945,722.0,3946,0.13758186645507814,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0051491859630004
SPY260220C00693000,2026-02-06 17:03:12+00:00,693.0,5.22,5.44,5.47,1.6399999,45.81005,1019.0,4311,0.13449962188720704,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0066017136883805
SPY260220C00694000,2026-02-06 17:07:43+00:00,694.0,4.99,4.95,4.97,1.7899997,55.93749,583.0,4163,0.1324549645996094,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0080542414137605
SPY260220C00695000,2026-02-06 17:11:55+00:00,695.0,4.54,4.41,4.45,1.69,59.29825,2907.0,18950,0.12955582366943358,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0095067691391406
SPY260220C00696000,2026-02-06 16:57:10+00:00,696.0,3.78,4.02,4.03,1.44,61.538464,1282.0,8269,0.1280909945678711,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0109592968645207
SPY260220C00697000,2026-02-06 17:07:53+00:00,697.0,3.6,3.58,3.6,1.55,75.60976,802.0,7568,0.1259547854614258,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0124118245899008
SPY260220C00698000,2026-02-06 17:07:22+00:00,698.0,3.2,3.12,3.14,1.22,61.61616,983.0,6765,0.12265891998291016,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0138643523152808
SPY260220C00699000,2026-02-06 17:07:19+00:00,699.0,2.79,2.78,2.8,0.98,54.143646,459.0,4774,0.1212856427001953,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.015316880040661
SPY260220C00700000,2026-02-06 17:12:45+00:00,700.0,2.46,2.37,2.38,0.93000007,60.78432,11117.0,28536,0.11756253540039063,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.016769407766041
SPY260220C00701000,2026-02-06 17:08:44+00:00,701.0,2.1,2.14,2.15,0.77999985,59.090897,679.0,3444,0.11756253540039063,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.018221935491421
SPY260220C00702000,2026-02-06 17:10:37+00:00,702.0,1.84,1.78,1.8,0.65,54.621845,1001.0,4186,0.11414460083007813,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.019674463216801
SPY260220C00703000,2026-02-06 17:13:48+00:00,703.0,1.55,1.54,1.56,0.5,47.61905,1213.0,4448,0.11274080627441406,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0211269909421812
SPY260220C00704000,2026-02-06 17:10:08+00:00,704.0,1.34,1.31,1.32,0.58000004,76.315796,345.0,5908,0.11072666625976563,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0225795186675612
SPY260220C00705000,2026-02-06 17:12:52+00:00,705.0,1.12,1.09,1.1,0.38,51.35135,7919.0,19162,0.10852942260742188,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.024032046392941
SPY260220C00706000,2026-02-06 17:09:59+00:00,706.0,0.92,0.9,0.92,0.27000004,41.538467,129.0,3276,0.10688148986816406,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0254845741183212
SPY260220C00707000,2026-02-06 16:55:23+00:00,707.0,0.73,0.78,0.79,0.16000003,28.070179,902.0,4949,0.10627114440917969,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0269371018437012
SPY260220C00708000,2026-02-06 17:07:57+00:00,708.0,0.65,0.64,0.66,0.22999999,54.7619,570.0,3591,0.10511148803710937,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0283896295690813
SPY260220C00709000,2026-02-06 17:12:53+00:00,709.0,0.51,0.52,0.53,0.109999985,27.499994,221.0,2826,0.10315838256835935,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0298421572944614
SPY260220C00710000,2026-02-06 17:12:52+00:00,710.0,0.43,0.41,0.42,0.110000014,34.375008,5783.0,25777,0.10120527709960936,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0312946850198415
SPY260220C00711000,2026-02-06 17:10:17+00:00,711.0,0.37,0.35,0.36,0.09,32.142857,335.0,3234,0.10120527709960936,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0327472127452215
SPY260220C00712000,2026-02-06 17:09:59+00:00,712.0,0.29,0.29,0.3,0.049999997,20.833332,264.0,3928,0.10083906982421875,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0341997404706016
SPY260220C00713000,2026-02-06 17:04:30+00:00,713.0,0.22,0.23,0.24,0.019999996,9.999997,456.0,2866,0.09974044799804688,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0356522681959817
SPY260220C00714000,2026-02-06 17:10:08+00:00,714.0,0.2,0.19,0.2,0.040000007,25.000004,41.0,3138,0.09949630981445312,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0371047959213617
SPY260220C00715000,2026-02-06 17:08:01+00:00,715.0,0.16,0.16,0.17,0.019999996,14.285711,1644.0,26119,0.09974044799804688,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0385573236467418
SPY260220C00716000,2026-02-06 16:37:34+00:00,716.0,0.14,0.13,0.14,0.030000001,27.272728,9.0,3951,0.09961837890625,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0400098513721219
SPY260220C00717000,2026-02-06 17:09:38+00:00,717.0,0.11,0.11,0.12,0.0,0.0,44.0,5254,0.09986251708984376,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.041462379097502
SPY260220C00718000,2026-02-06 17:04:05+00:00,718.0,0.1,0.1,0.11,0.009999998,9.999997,546.0,3963,0.10157148437499999,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.042914906822882
SPY260220C00719000,2026-02-06 16:37:42+00:00,719.0,0.09,0.08,0.09,0.0,0.0,82.0,1866,0.1010832080078125,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.044367434548262
SPY260220C00720000,2026-02-06 17:08:39+00:00,720.0,0.08,0.07,0.08,0.02,40.0,1392.0,17060,0.10230389892578123,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0458199622736422
SPY260220C00721000,2026-02-06 16:52:58+00:00,721.0,0.07,0.07,0.08,0.010000002,16.66667,26.0,770,0.1049894189453125,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0472724899990222
SPY260220C00722000,2026-02-06 15:45:12+00:00,722.0,0.06,0.06,0.07,0.009999998,19.999994,39.0,824,0.10572183349609374,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0487250177244023
SPY260220C00723000,2026-02-05 16:44:38+00:00,723.0,0.07,0.05,0.06,0.0,0.0,19.0,152,0.10596597167968749,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0501775454497821
SPY260220C00724000,2026-02-06 14:30:01+00:00,724.0,0.05,0.05,0.06,0.0,0.0,10.0,883,0.1088956298828125,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0516300731751622
SPY260220C00725000,2026-02-06 17:08:23+00:00,725.0,0.04,0.04,0.05,-0.010000002,-16.666668,738.0,25999,0.1088956298828125,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0530826009005423
SPY260220C00730000,2026-02-06 16:34:49+00:00,730.0,0.04,0.03,0.04,0.01,33.333336,143.0,8659,0.118172880859375,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0603452395274426
SPY260220C00735000,2026-02-06 17:08:39+00:00,735.0,0.03,0.02,0.03,0.01,100.0,2021.0,8115,0.125985302734375,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.067607878154343
SPY260220C00740000,2026-02-06 15:53:02+00:00,740.0,0.03,0.02,0.03,0.01,50.0,16.0,11168,0.13770393554687502,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0748705167812433
SPY260220C00745000,2026-02-06 15:28:13+00:00,745.0,0.02,0.02,0.03,-0.01,-33.333336,602.0,12600,0.148446015625,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0821331554081435
SPY260220C00750000,2026-02-06 16:53:02+00:00,750.0,0.02,0.01,0.02,0.0,0.0,2981.0,6556,0.15332877929687502,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0893957940350438
SPY260220C00755000,2026-02-06 16:53:30+00:00,755.0,0.02,0.01,0.02,0.0,0.0,2011.0,2885,0.16407085937500002,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.0966584326619442
SPY260220C00760000,2026-02-06 15:29:49+00:00,760.0,0.02,0.01,0.02,0.0,0.0,2.0,2310,0.17383638671875,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.1039210712888443
SPY260220C00765000,2026-02-05 16:42:16+00:00,765.0,0.02,0.01,0.02,0.0,0.0,415.0,2223,0.18555501953124998,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.1111837099157447
SPY260220C00770000,2026-02-03 19:10:21+00:00,770.0,0.01,0.01,0.02,0.0,0.0,27.0,4018,0.195320546875,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.118446348542645
SPY260220C00775000,2026-02-05 16:10:33+00:00,775.0,0.02,0.01,0.02,0.0,0.0,275.0,4229,0.20508607421874997,False,REGULAR,USD,0.03561643835616438,2026-02-20,1.1257089871695454
